,iid,partner,pid,gender,age,age_o,int_corr,samerace,date,exphappy,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr,sinc,intel,fun,amb,shar,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,goal_2.0,goal_3.0,goal_4.0,goal_5.0,goal_6.0,goal_nan
2488,182,1,184.0,0,182.0,182.0,-0.34,0,4.0,6.0,8.0,8.0,8.0,8.0,10.0,7.0,8.0,8.0,8.0,9.0,8.0,16.07,17.86,17.86,17.86,17.86,12.5,16.67,16.67,16.67,16.67,16.67,16.67,0,0,0,0,0,0
4623,306,4,311.0,0,306.0,306.0,0.0,1,6.0,7.0,6.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,6.0,16.0,20.0,19.0,16.0,18.0,11.0,50.0,20.0,10.0,10.0,5.0,5.0,0,0,0,0,0,0
756,53,6,26.0,1,53.0,53.0,0.08,1,6.0,6.0,8.0,9.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,8.0,8.0,40.0,15.0,20.0,10.0,5.0,10.0,20.0,20.0,20.0,15.0,15.0,10.0,1,0,0,0,0,0
7866,529,17,547.0,0,529.0,529.0,0.2,0,4.0,5.0,6.0,10.0,9.0,7.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,10.0,25.0,25.0,10.0,10.0,20.0,25.0,20.0,20.0,20.0,0.0,15.0,1,0,0,0,0,0
3372,232,5,198.0,1,232.0,232.0,0.03,0,5.0,4.0,8.0,8.0,8.0,8.0,6.0,3.0,6.0,5.0,4.0,4.0,2.0,17.78,17.78,17.78,17.78,13.33,15.56,15.38,19.23,17.31,19.23,9.62,19.23,1,0,0,0,0,0
697,50,4,24.0,1,50.0,50.0,-0.12,0,6.0,5.0,8.0,9.0,9.0,10.0,8.0,7.0,7.0,7.0,9.0,7.0,6.0,35.0,10.0,20.0,15.0,10.0,10.0,10.0,20.0,20.0,15.0,20.0,15.0,0,0,0,0,1,0
147,15,8,8.0,1,15.0,15.0,-0.23,0,4.0,5.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,8.0,9.0,7.0,7.0,30.0,10.0,20.0,10.0,10.0,20.0,9.09,18.18,27.27,18.18,18.18,9.09,0,0,0,0,0,0
7454,511,1,531.0,0,511.0,511.0,0.26,1,7.0,6.0,8.0,4.0,10.0,8.0,8.0,6.0,5.0,7.0,7.0,5.0,6.0,20.0,10.0,10.0,30.0,15.0,15.0,15.0,30.0,20.0,20.0,10.0,5.0,1,0,0,0,0,0
3134,220,7,200.0,1,220.0,220.0,0.44,0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,8.0,9.0,10.0,16.67,16.67,16.67,16.67,14.81,18.52,13.21,18.87,18.87,16.98,16.98,15.09,0,0,0,0,0,0
7116,482,1,466.0,1,482.0,482.0,0.14,1,6.0,4.0,7.0,10.0,9.0,8.0,8.0,7.0,6.0,7.0,6.0,8.0,6.0,20.0,10.0,22.0,20.0,15.0,13.0,10.0,20.0,20.0,15.0,20.0,15.0,1,0,0,0,0,0
5805,382,5,401.0,0,382.0,382.0,0.15,1,7.0,6.0,7.0,7.0,7.0,7.0,10.0,6.0,8.0,8.0,6.0,8.0,5.0,25.0,25.0,25.0,10.0,10.0,5.0,35.0,0.0,25.0,20.0,0.0,20.0,1,0,0,0,0,0
7944,533,7,515.0,1,533.0,533.0,0.6,1,6.0,5.0,8.0,9.0,8.0,9.0,9.0,7.0,7.0,6.0,6.0,7.0,4.0,25.0,25.0,25.0,13.0,12.0,0.0,20.0,20.0,20.0,15.0,10.0,15.0,1,0,0,0,0,0
363,31,4,43.0,0,31.0,31.0,-0.48,1,4.0,5.0,8.0,8.0,9.0,8.0,9.0,4.0,5.0,6.0,5.0,5.0,5.0,35.0,10.0,20.0,20.0,10.0,5.0,25.0,35.0,30.0,10.0,0.0,0.0,0,0,0,0,0,0
3584,252,15,287.0,0,252.0,252.0,0.5,0,6.0,10.0,9.0,9.0,9.0,9.0,10.0,1.0,2.0,3.0,1.0,5.0,8.0,0.0,25.0,25.0,25.0,25.0,0.0,35.0,40.0,5.0,5.0,7.0,8.0,0,0,0,0,0,0
7715,522,20,550.0,0,522.0,522.0,0.62,1,6.0,5.0,7.0,7.0,7.0,9.0,8.0,7.0,8.0,7.0,5.0,7.0,4.0,10.0,20.0,15.0,20.0,15.0,20.0,30.0,3.0,30.0,30.0,3.0,4.0,0,0,0,0,0,0
7432,510,1,531.0,0,510.0,510.0,0.17,0,7.0,5.0,7.0,9.0,6.0,8.0,4.0,6.0,9.0,10.0,8.0,6.0,5.0,25.0,25.0,25.0,12.0,3.0,10.0,15.0,30.0,20.0,20.0,10.0,5.0,1,0,0,0,0,0
6622,437,1,440.0,0,437.0,437.0,0.22,1,4.0,5.0,7.0,9.0,9.0,9.0,8.0,10.0,9.0,10.0,10.0,10.0,9.0,15.0,15.0,18.0,18.0,14.0,20.0,35.0,5.0,30.0,20.0,5.0,5.0,0,0,0,0,0,0
8114,541,1,509.0,1,541.0,541.0,0.15,1,7.0,7.0,8.0,9.0,9.0,9.0,8.0,6.0,7.0,7.0,7.0,7.0,6.0,40.0,30.0,0.0,20.0,0.0,10.0,10.0,20.0,30.0,10.0,10.0,20.0,0,1,0,0,0,0
2541,187,4,177.0,1,187.0,187.0,0.14,1,4.0,6.0,8.0,9.0,7.0,10.0,7.0,4.0,7.0,7.0,7.0,7.0,6.0,16.98,16.98,18.87,16.98,13.21,16.98,15.09,16.98,16.98,16.98,18.87,15.09,1,0,0,0,0,0
7058,478,3,483.0,0,478.0,478.0,0.61,1,4.0,4.0,7.0,8.0,9.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,8.0,20.0,20.0,10.0,20.0,10.0,20.0,40.0,20.0,20.0,20.0,0.0,0.0,0,0,0,0,0,0
6060,395,13,409.0,0,395.0,395.0,0.44,1,4.0,4.0,8.0,8.0,7.0,9.0,7.0,8.0,8.0,7.0,8.0,7.0,9.0,20.0,20.0,20.0,10.0,10.0,20.0,20.0,15.0,20.0,20.0,10.0,15.0,0,1,0,0,0,0
3601,253,11,283.0,0,253.0,253.0,-0.29,1,6.0,7.0,8.0,10.0,9.0,8.0,7.0,4.0,8.0,8.0,5.0,6.0,4.0,25.0,30.0,10.0,10.0,5.0,20.0,50.0,10.0,10.0,10.0,10.0,10.0,1,0,0,0,0,0
3656,256,3,275.0,0,256.0,256.0,0.05,0,6.0,6.0,6.0,9.0,6.0,8.0,6.0,6.0,6.0,7.0,4.0,6.0,5.0,15.0,25.0,20.0,20.0,10.0,10.0,25.0,10.0,25.0,5.0,10.0,25.0,1,0,0,0,0,0
4561,301,12,319.0,0,301.0,301.0,-0.11,1,4.0,2.0,9.0,9.0,8.0,9.0,8.0,5.0,6.0,10.0,5.0,6.0,6.0,20.0,20.0,20.0,20.0,10.0,10.0,20.0,25.0,20.0,10.0,5.0,20.0,1,0,0,0,0,0
723,51,11,31.0,1,51.0,51.0,-0.35,1,5.0,3.0,6.0,8.0,2.0,10.0,2.0,7.0,7.0,7.0,4.0,5.0,5.0,25.0,10.0,35.0,15.0,0.0,15.0,35.0,10.0,20.0,20.0,10.0,5.0,0,0,0,0,0,0
6402,414,11,389.0,1,414.0,414.0,-0.01,1,1.0,5.0,7.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,5.0,95.0,1.0,1.0,1.0,1.0,1.0,20.0,30.0,20.0,20.0,0.0,10.0,0,0,0,0,1,0
151,16,2,2.0,1,16.0,16.0,0.73,1,5.0,7.0,6.0,6.0,8.0,8.0,6.0,7.0,8.0,7.0,5.0,7.0,7.0,50.0,0.0,30.0,10.0,0.0,10.0,45.0,5.0,25.0,20.0,0.0,5.0,0,0,0,0,0,0
8086,539,17,525.0,1,539.0,539.0,0.1,1,4.0,7.0,8.0,8.0,9.0,10.0,10.0,6.0,7.0,6.0,7.0,5.0,4.0,30.0,10.0,20.0,15.0,15.0,10.0,10.0,15.0,30.0,20.0,15.0,10.0,0,0,0,0,0,0
2376,172,1,142.0,1,172.0,172.0,0.04,1,3.0,5.0,5.0,6.0,9.0,8.0,9.0,8.0,7.0,6.0,7.0,7.0,6.0,17.78,17.78,22.22,20.0,15.56,6.67,14.29,14.29,21.43,21.43,19.05,9.52,0,0,0,0,0,0
2362,171,3,144.0,1,171.0,171.0,0.45,1,4.0,8.0,10.0,10.0,10.0,10.0,10.0,8.0,9.0,9.0,9.0,8.0,10.0,19.57,10.87,19.57,19.57,19.57,10.87,16.0,16.0,16.0,18.0,18.0,16.0,0,0,0,0,0,0
2572,190,5,178.0,1,190.0,190.0,0.01,0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,3.0,9.0,8.0,9.0,7.0,9.0,15.56,20.0,20.0,20.0,13.33,11.11,15.22,17.39,17.39,17.39,15.22,17.39,1,0,0,0,0,0
668,48,13,33.0,1,48.0,48.0,0.21,1,5.0,6.0,7.0,9.0,6.0,7.0,6.0,5.0,8.0,8.0,5.0,7.0,3.0,30.0,15.0,25.0,25.0,5.0,0.0,30.0,20.0,30.0,10.0,0.0,10.0,0,0,0,0,0,0
4193,281,15,266.0,1,281.0,281.0,0.74,1,5.0,2.0,7.0,8.0,6.0,8.0,5.0,9.0,10.0,10.0,8.0,7.0,8.0,20.0,20.0,20.0,15.0,5.0,20.0,25.0,20.0,20.0,25.0,0.0,10.0,0,0,0,0,1,0
6990,473,10,490.0,0,473.0,473.0,0.91,0,6.0,7.0,7.0,9.0,8.0,10.0,7.0,8.0,8.0,10.0,10.0,9.0,9.0,15.0,20.0,20.0,15.0,15.0,15.0,30.0,15.0,20.0,10.0,10.0,15.0,1,0,0,0,0,0
7921,532,6,514.0,1,532.0,532.0,-0.04,0,2.0,6.0,7.0,9.0,7.0,8.0,8.0,6.0,8.0,8.0,8.0,5.0,6.0,25.0,20.0,20.0,20.0,5.0,10.0,20.0,20.0,20.0,15.0,5.0,20.0,0,0,0,0,0,0
3695,257,21,293.0,0,257.0,257.0,0.26,0,5.0,3.0,7.0,9.0,7.0,9.0,10.0,3.0,5.0,5.0,5.0,5.0,6.0,22.0,14.0,30.0,10.0,14.0,10.0,23.0,18.0,21.0,18.0,10.0,10.0,1,0,0,0,0,0
3755,260,18,290.0,0,260.0,260.0,0.75,0,7.0,6.0,6.0,9.0,7.0,9.0,6.0,7.0,9.0,10.0,6.0,8.0,5.0,19.0,20.0,19.0,14.0,13.0,15.0,30.0,10.0,30.0,10.0,5.0,15.0,1,0,0,0,0,0
4409,291,21,272.0,1,291.0,291.0,-0.04,0,3.0,6.0,6.0,9.0,7.0,9.0,9.0,7.0,8.0,7.0,6.0,7.0,7.0,20.0,20.0,15.0,15.0,12.0,18.0,25.0,20.0,25.0,25.0,5.0,0.0,0,0,0,0,0,0
1244,89,3,96.0,0,89.0,89.0,0.64,0,7.0,5.0,8.0,9.0,8.0,9.0,10.0,6.0,10.0,9.0,7.0,8.0,6.0,25.0,15.0,20.0,20.0,20.0,0.0,10.0,20.0,20.0,22.0,6.0,22.0,0,0,0,0,0,0
885,63,8,73.0,0,63.0,63.0,-0.23,0,6.0,6.0,6.0,8.0,9.0,8.0,7.0,4.0,5.0,5.0,5.0,8.0,5.0,5.0,15.0,45.0,25.0,0.0,10.0,30.0,10.0,20.0,30.0,0.0,10.0,0,1,0,0,0,0
7066,478,11,491.0,0,478.0,478.0,0.3,0,4.0,4.0,7.0,8.0,9.0,8.0,7.0,9.0,8.0,9.0,9.0,9.0,9.0,20.0,20.0,10.0,20.0,10.0,20.0,30.0,10.0,25.0,20.0,8.0,7.0,0,0,0,0,0,0
5692,376,9,349.0,1,376.0,376.0,0.15,0,5.0,5.0,6.0,10.0,8.0,9.0,10.0,10.0,9.0,8.0,7.0,7.0,6.0,30.0,10.0,15.0,20.0,15.0,10.0,25.0,20.0,10.0,20.0,20.0,5.0,1,0,0,0,0,0
6305,409,4,382.0,1,409.0,409.0,-0.3,1,6.0,7.0,7.0,9.0,8.0,9.0,8.0,3.0,6.0,7.0,4.0,7.0,2.0,20.0,15.0,20.0,20.0,10.0,15.0,25.0,25.0,25.0,10.0,10.0,5.0,1,0,0,0,0,0
1353,95,4,79.0,1,95.0,95.0,-0.04,0,5.0,6.0,7.0,9.0,8.0,10.0,7.0,4.0,7.0,7.0,6.0,5.0,5.0,18.0,18.0,18.0,19.0,13.0,14.0,10.0,20.0,15.0,20.0,20.0,15.0,0,0,0,0,0,0
7115,481,16,480.0,1,481.0,481.0,0.45,1,3.0,6.0,8.0,7.0,8.0,9.0,5.0,7.0,6.0,6.0,6.0,5.0,6.0,25.0,20.0,15.0,20.0,5.0,15.0,16.0,18.0,18.0,20.0,12.0,16.0,1,0,0,0,0,0
2558,189,1,174.0,1,189.0,189.0,0.22,0,6.0,5.0,8.0,8.0,8.0,8.0,9.0,5.0,8.0,7.0,5.0,5.0,4.0,16.98,16.98,16.98,16.98,16.98,15.09,9.52,23.81,16.67,16.67,16.67,16.67,0,0,0,0,0,0
6373,412,18,396.0,1,412.0,412.0,-0.05,0,5.0,4.0,7.0,7.0,8.0,8.0,8.0,6.0,8.0,8.0,7.0,8.0,7.0,75.0,5.0,5.0,5.0,5.0,5.0,15.0,18.0,18.0,18.0,15.0,16.0,0,0,0,0,0,0
494,39,7,46.0,0,39.0,39.0,-0.17,0,6.0,2.0,6.0,9.0,6.0,8.0,7.0,8.0,6.0,9.0,9.0,6.0,6.0,20.0,20.0,20.0,15.0,15.0,10.0,20.0,35.0,20.0,10.0,10.0,5.0,0,0,0,1,0,0
1165,84,14,107.0,0,84.0,84.0,0.71,0,4.0,7.0,7.0,9.0,7.0,8.0,5.0,4.0,8.0,8.0,5.0,7.0,6.0,30.0,30.0,30.0,5.0,0.0,5.0,19.0,24.0,21.0,23.0,5.0,8.0,1,0,0,0,0,0
7625,518,18,548.0,0,518.0,518.0,-0.1,1,7.0,2.0,6.0,9.0,8.0,8.0,7.0,9.0,7.0,8.0,6.0,7.0,6.0,20.0,25.0,25.0,30.0,5.0,5.0,40.0,10.0,20.0,10.0,0.0,20.0,0,0,0,1,0,0
7366,501,7,507.0,0,501.0,501.0,0.31,0,4.0,7.0,8.0,9.0,8.0,9.0,9.0,7.0,7.0,6.0,8.0,7.0,8.0,30.0,10.0,20.0,10.0,10.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,0,0,0,1,0,0
6009,392,19,415.0,0,392.0,392.0,0.62,1,4.0,3.0,4.0,7.0,7.0,8.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,20.0,15.0,30.0,10.0,10.0,10.0,20.0,40.0,10.0,10.0,10.0,0,0,0,1,0,0
8348,551,15,523.0,1,551.0,551.0,0.55,0,6.0,3.0,7.0,8.0,3.0,8.0,5.0,4.0,8.0,7.0,7.0,6.0,5.0,40.0,20.0,20.0,20.0,0.0,0.0,10.0,25.0,20.0,20.0,5.0,20.0,0,0,0,0,0,0
4597,304,6,313.0,0,304.0,304.0,0.25,1,7.0,6.0,6.0,10.0,10.0,8.0,8.0,6.0,9.0,8.0,7.0,5.0,5.0,5.0,20.0,25.0,25.0,15.0,10.0,19.0,13.0,18.0,18.0,10.0,22.0,0,0,0,0,0,0
6859,463,2,455.0,1,463.0,463.0,-0.22,1,7.0,5.0,6.0,7.0,7.0,8.0,7.0,4.0,7.0,6.0,6.0,5.0,8.0,15.0,15.0,15.0,15.0,15.0,25.0,10.0,25.0,20.0,16.0,20.0,9.0,1,0,0,0,0,0
5792,381,11,407.0,0,381.0,381.0,0.6,1,4.0,2.0,7.0,7.0,10.0,9.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,10.0,20.0,35.0,5.0,10.0,30.0,15.0,15.0,15.0,15.0,10.0,0,0,0,1,0,0
5863,385,6,402.0,0,385.0,385.0,0.34,0,5.0,7.0,8.0,8.0,6.0,8.0,6.0,5.0,7.0,9.0,9.0,8.0,5.0,25.0,20.0,20.0,20.0,10.0,5.0,25.0,20.0,15.0,25.0,10.0,5.0,1,0,0,0,0,0
1572,107,7,82.0,1,107.0,107.0,0.71,0,4.0,6.0,7.0,9.0,9.0,9.0,6.0,8.0,8.0,8.0,8.0,7.0,7.5,19.0,24.0,21.0,23.0,5.0,8.0,20.0,20.0,20.0,20.0,10.0,10.0,0,0,0,0,0,0
5637,373,14,354.0,1,373.0,373.0,0.04,0,5.0,9.0,9.0,8.0,9.0,9.0,9.0,7.0,9.0,9.0,9.0,9.0,10.0,75.0,5.0,5.0,10.0,0.0,5.0,20.0,10.0,20.0,20.0,20.0,10.0,1,0,0,0,0,0
6342,411,5,383.0,1,411.0,411.0,0.29,1,4.0,3.0,8.0,6.0,9.0,7.0,5.0,7.0,7.0,6.0,6.0,6.0,5.0,35.0,15.0,15.0,25.0,10.0,0.0,25.0,20.0,10.0,20.0,15.0,10.0,0,1,0,0,0,0
3010,214,3,196.0,1,214.0,214.0,0.0,0,6.0,6.0,8.0,10.0,10.0,9.0,8.0,7.0,8.0,8.0,7.0,9.0,5.0,17.02,21.28,17.02,21.28,14.89,8.51,17.65,17.65,17.65,15.69,15.69,15.69,0,0,0,0,0,0
6448,418,5,426.0,0,418.0,418.0,0.27,0,7.0,5.0,7.0,9.0,7.0,8.0,5.0,4.0,6.0,6.0,7.0,5.0,4.0,15.0,25.0,20.0,15.0,10.0,15.0,25.0,7.0,35.0,20.0,8.0,5.0,0,0,0,0,1,0
3849,265,7,279.0,0,265.0,265.0,0.13,1,5.0,3.0,7.0,9.0,7.0,10.0,10.0,6.0,4.0,5.0,5.0,6.0,3.0,15.0,5.0,45.0,10.0,15.0,10.0,27.0,15.0,28.0,10.0,10.0,10.0,0,0,1,0,0,0
4293,286,10,261.0,1,286.0,286.0,0.22,0,6.0,7.0,3.0,6.0,6.0,7.0,7.0,6.0,7.0,8.0,7.0,7.0,9.0,10.0,15.0,25.0,15.0,15.0,20.0,15.0,20.0,20.0,20.0,15.0,10.0,0,0,0,0,0,0
213,21,14,53.0,0,21.0,21.0,-0.08,0,7.0,5.0,5.0,9.0,7.0,9.0,10.0,6.0,8.0,7.0,7.0,7.0,2.0,12.0,18.0,20.0,16.0,16.0,18.0,40.0,15.0,20.0,10.0,5.0,10.0,0,0,0,0,1,0
7879,530,8,538.0,0,530.0,530.0,-0.58,0,7.0,8.0,3.0,9.0,9.0,9.0,7.0,9.0,9.0,8.0,10.0,8.0,7.0,20.0,20.0,10.0,15.0,5.0,30.0,50.0,0.0,10.0,30.0,0.0,10.0,1,0,0,0,0,0
1924,143,13,170.0,0,143.0,143.0,0.55,0,7.0,6.0,7.0,10.0,7.0,8.0,7.0,5.0,5.0,9.0,6.0,7.0,8.0,8.33,20.83,20.83,14.58,16.67,18.75,16.28,20.93,18.6,18.6,13.95,11.63,1,0,0,0,0,0
5357,359,10,370.0,0,359.0,359.0,-0.23,1,6.0,2.0,7.0,10.0,2.0,9.0,8.0,7.0,8.0,7.0,7.0,5.0,4.0,9.0,17.0,23.0,15.0,14.0,22.0,50.0,10.0,10.0,10.0,10.0,10.0,1,0,0,0,0,0
863,61,6,71.0,0,61.0,61.0,-0.47,1,5.0,5.0,7.0,10.0,7.0,10.0,7.0,6.0,9.0,8.0,8.0,8.0,5.0,15.0,15.0,20.0,15.0,15.0,20.0,60.0,15.0,0.0,15.0,0.0,10.0,0,0,0,0,0,0
3582,252,13,285.0,0,252.0,252.0,0.11,0,6.0,10.0,9.0,9.0,9.0,9.0,10.0,1.0,1.0,6.0,1.0,5.0,1.0,0.0,25.0,25.0,25.0,25.0,0.0,20.0,20.0,25.0,25.0,5.0,5.0,0,0,0,0,0,0
4247,284,6,257.0,1,284.0,284.0,0.8,1,5.0,7.0,7.0,6.0,7.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,25.0,20.0,25.0,20.0,10.0,0.0,22.0,14.0,30.0,10.0,14.0,10.0,0,0,0,0,0,0
4066,275,14,265.0,1,275.0,275.0,0.24,1,4.0,6.0,10.0,7.0,6.0,10.0,10.0,6.0,6.0,7.0,4.0,5.0,7.0,25.0,10.0,25.0,5.0,10.0,25.0,15.0,5.0,45.0,10.0,15.0,10.0,1,0,0,0,0,0
3476,241,6,248.0,0,241.0,241.0,0.17,0,4.0,2.0,8.0,10.0,8.0,8.0,8.0,10.0,6.0,8.0,9.0,7.0,5.0,90.0,2.0,2.0,2.0,2.0,2.0,25.0,15.0,20.0,20.0,15.0,5.0,1,0,0,0,0,0
6942,470,7,487.0,0,470.0,470.0,0.5,1,4.0,4.0,4.0,9.0,5.0,8.0,6.0,2.0,6.0,7.0,2.0,2.0,2.0,10.0,20.0,25.0,25.0,10.0,10.0,25.0,26.0,15.0,10.0,9.0,15.0,0,0,0,0,0,0
1543,105,14,89.0,1,105.0,105.0,-0.22,0,7.0,5.0,8.0,7.0,9.0,8.0,6.0,7.0,8.0,9.0,6.0,8.0,5.0,30.0,15.0,20.0,20.0,0.0,5.0,25.0,15.0,20.0,20.0,20.0,0.0,1,0,0,0,0,0
4579,303,2,309.0,0,303.0,303.0,0.59,1,5.0,6.0,8.0,10.0,9.0,8.0,6.0,7.0,8.0,8.0,8.0,8.0,7.0,20.0,25.0,25.0,10.0,15.0,5.0,20.0,20.0,20.0,20.0,10.0,10.0,0,0,1,0,0,0
4813,319,13,305.0,1,319.0,319.0,-0.26,0,7.0,7.0,5.0,10.0,6.0,9.0,3.0,6.0,8.0,6.0,5.0,8.0,6.0,20.0,25.0,20.0,10.0,5.0,20.0,10.0,47.0,16.0,12.0,3.0,12.0,0,0,0,0,1,0
3854,265,12,284.0,0,265.0,265.0,0.24,1,5.0,3.0,7.0,9.0,7.0,10.0,10.0,8.0,8.0,8.0,4.0,6.0,2.0,15.0,5.0,45.0,10.0,15.0,10.0,25.0,20.0,25.0,20.0,10.0,0.0,0,0,1,0,0,0
2628,195,1,214.0,0,195.0,195.0,0.27,1,2.0,8.0,9.0,8.0,10.0,10.0,8.0,8.0,7.0,10.0,8.0,9.0,9.0,15.38,19.23,19.23,19.23,13.46,13.46,17.02,21.28,17.02,21.28,14.89,8.51,0,0,0,0,0,0
2109,155,6,163.0,0,155.0,155.0,0.54,1,5.0,3.0,7.0,10.0,6.0,8.0,9.0,6.0,7.0,6.0,6.0,5.0,7.0,15.09,18.87,18.87,16.98,16.98,13.21,12.0,20.0,20.0,20.0,16.0,12.0,1,0,0,0,0,0
4914,329,8,339.0,0,329.0,329.0,0.21,0,6.0,4.0,8.0,9.0,5.0,8.0,8.0,5.0,6.0,7.0,6.0,7.0,6.0,15.0,22.0,22.0,16.0,15.0,10.0,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,0,0,0,0,1,0
3748,260,11,283.0,0,260.0,260.0,0.26,1,7.0,6.0,6.0,9.0,7.0,9.0,6.0,4.0,7.0,5.0,5.0,6.0,6.0,19.0,20.0,19.0,14.0,13.0,15.0,50.0,10.0,10.0,10.0,10.0,10.0,1,0,0,0,0,0
5402,361,19,359.0,1,361.0,361.0,0.44,1,6.0,5.0,7.0,7.0,5.0,7.0,9.0,9.5,9.0,9.5,7.0,7.0,7.0,30.0,20.0,30.0,5.0,5.0,10.0,9.0,17.0,23.0,15.0,14.0,22.0,1,0,0,0,0,0
8376,552,21,529.0,1,552.0,552.0,0.62,0,2.0,10.0,8.0,7.0,6.0,7.0,7.0,4.0,6.0,5.0,4.0,7.0,5.0,70.0,0.0,15.0,15.0,0.0,0.0,10.0,25.0,25.0,10.0,10.0,20.0,0,0,0,0,0,0
4486,296,7,314.0,0,296.0,296.0,0.12,0,4.0,3.0,8.0,9.0,6.0,10.0,9.0,5.0,5.0,6.0,4.0,2.0,2.0,15.0,20.0,35.0,15.0,5.0,10.0,20.0,10.0,30.0,20.0,10.0,10.0,0,0,0,0,0,0
3393,233,6,199.0,1,233.0,233.0,-0.23,0,3.0,7.0,7.0,8.0,8.0,7.0,8.0,9.0,7.0,8.0,9.0,8.0,6.0,14.0,20.0,18.0,16.0,14.0,18.0,17.5,17.5,20.0,12.5,20.0,12.5,0,0,0,0,0,0
5407,362,4,344.0,1,362.0,362.0,0.41,0,4.0,9.0,7.0,7.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,20.51,14.53,24.79,17.09,5.98,17.09,15.0,15.0,15.0,20.0,20.0,15.0,0,0,0,0,0,0
1238,88,15,108.0,0,88.0,88.0,0.31,1,4.0,5.0,9.0,9.0,9.0,9.0,9.0,8.0,10.0,10.0,5.0,10.0,8.0,15.0,15.0,20.0,15.0,20.0,15.0,10.0,20.0,35.0,20.0,0.0,15.0,0,0,0,0,0,0
6519,429,2,417.0,1,429.0,429.0,0.33,1,2.0,7.0,8.0,8.0,9.0,9.0,8.0,5.0,9.0,9.0,7.0,7.0,4.0,55.0,10.0,15.0,15.0,5.0,0.0,20.0,20.0,20.0,10.0,10.0,20.0,1,0,0,0,0,0
3060,216,13,206.0,1,216.0,216.0,0.5,0,5.0,6.0,5.0,10.0,9.0,9.0,10.0,5.0,10.0,8.0,7.0,5.0,5.0,7.5,17.5,20.0,22.5,12.5,20.0,14.58,16.67,20.83,18.75,16.67,12.5,1,0,0,0,0,0
6636,438,1,440.0,0,438.0,438.0,0.14,1,4.0,4.0,7.0,8.0,7.0,7.0,7.0,6.0,4.0,8.0,8.0,4.0,5.0,14.0,15.0,16.0,17.0,18.0,20.0,35.0,5.0,30.0,20.0,5.0,5.0,0,0,0,0,0,0
5214,351,11,371.0,0,351.0,351.0,0.05,0,5.0,8.0,8.0,10.0,7.0,8.0,9.0,3.0,3.0,3.0,2.0,3.0,0.0,15.0,15.0,30.0,15.0,15.0,10.0,40.0,0.0,10.0,50.0,0.0,0.0,1,0,0,0,0,0
1797,127,2,113.0,1,127.0,127.0,-0.28,1,5.0,1.0,8.0,8.0,9.0,9.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,25.0,25.0,25.0,15.0,5.0,5.0,15.0,15.0,25.0,25.0,15.0,5.0,0,0,0,0,1,0
6280,407,15,393.0,1,407.0,407.0,0.66,1,4.0,5.0,7.0,9.0,8.0,7.0,8.0,6.0,8.0,8.0,7.0,7.0,8.0,30.0,15.0,15.0,15.0,15.0,10.0,8.0,20.0,25.0,25.0,12.0,10.0,0,1,0,0,0,0
5599,371,16,356.0,1,371.0,371.0,0.51,1,7.0,6.0,10.0,8.0,10.0,10.0,10.0,7.0,7.0,6.0,2.0,4.0,3.0,40.0,0.0,10.0,50.0,0.0,0.0,15.0,25.0,20.0,20.0,0.0,20.0,0,0,0,1,0,0
7620,518,13,543.0,0,518.0,518.0,0.12,0,7.0,2.0,6.0,9.0,8.0,8.0,7.0,6.0,5.0,7.0,6.0,7.0,6.0,20.0,25.0,25.0,30.0,5.0,5.0,20.0,16.0,16.0,17.0,16.0,15.0,0,0,0,1,0,0
6795,453,2,431.0,1,453.0,453.0,0.19,1,6.0,6.0,5.0,6.0,7.0,8.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,30.0,30.0,30.0,5.0,0.0,5.0,15.0,15.0,25.0,15.0,15.0,15.0,1,0,0,0,0,0
2341,169,14,155.0,1,169.0,169.0,0.23,1,6.0,6.0,7.0,9.0,7.0,8.0,7.0,9.0,8.0,8.0,8.0,8.0,8.0,17.78,20.0,17.78,15.56,15.56,13.33,15.09,18.87,18.87,16.98,16.98,13.21,1,0,0,0,0,0
